id,data,dia_semana,horario,uf,br,km,municipio,CAUSA_ACIDENTE,TIPO_ACIDENTE,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
572931,06/01/2024,sábado,30/12/1899,PB,230,142,CAMPINA GRANDE,Mal súbito do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-72573,-358131,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
572965,06/01/2024,sábado,30/12/1899,PB,101,115,PEDRAS DE FOGO,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,2,0,1,0,2,2,-7396321,-3495577703,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
573055,06/01/2024,sábado,30/12/1899,PB,230,10,CABEDELO,Iluminação deficiente,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,-70514,-348499,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
573078,07/01/2024,domingo,30/12/1899,PB,230,"40,1",SANTA RITA,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta;Declive,Não,1,0,0,0,1,0,0,1,-71414,-349778,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
573115,07/01/2024,domingo,30/12/1899,PB,101,"21,2",RIO TINTO,Ingestão de álcool pelo condutor,Colisão com objeto,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Aclive;Curva,Não,1,0,0,0,0,1,0,1,-667218202,-3511323207,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
573152,07/01/2024,domingo,30/12/1899,PB,116,"7,2",CACHOEIRA DOS INDIOS,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,0,2,0,0,2,-6956637,-38723457,SPRF-CE,DEL05-CE,UOP03-DEL05-CE
573203,07/01/2024,domingo,30/12/1899,PB,101,"86,1",BAYEUX,Condutor deixou de manter distância do veículo da frente,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Declive;Curva,Sim,2,0,1,0,1,0,1,2,-715118983,-3491012184,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
573230,07/01/2024,domingo,30/12/1899,PB,104,"137,8",QUEIMADAS,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,1,0,1,0,0,0,1,1,-7352277,-3590094,SPRF-PB,DEL02-PB,UOP03-DEL02-PB
573304,08/01/2024,segunda-feira,30/12/1899,PB,230,"8,8",CABEDELO,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,5,0,3,1,0,1,4,4,-70355,-348429,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
573489,09/01/2024,terça-feira,30/12/1899,PB,230,265,JUNCO DO SERIDO,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Fatais,Amanhecer,Crescente,Céu Claro,Simples,Reta,Não,2,1,0,0,1,0,0,2,-69757,-367421,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
573498,09/01/2024,terça-feira,30/12/1899,PB,230,20,JOAO PESSOA,Condutor deixou de manter distância do veículo da frente,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Declive,Sim,2,0,2,0,0,0,2,1,-71337,-348544,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
573608,09/01/2024,terça-feira,30/12/1899,PB,230,"18,8",JOAO PESSOA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,-71198,-348453,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
573690,10/01/2024,quarta-feira,30/12/1899,PB,230,69,SOBRADO,Trafegar com motocicleta (ou similar) entre as faixas,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,2,0,0,0,2,1,-71887,-352151,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
573751,10/01/2024,quarta-feira,30/12/1899,PB,405,"32,9",SAO JOAO DO RIO DO PEIXE,Entrada inopinada do pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Sim,2,0,0,1,0,1,1,2,-6736044,-38446316,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
573860,10/01/2024,quarta-feira,30/12/1899,PB,230,"144,8",CAMPINA GRANDE,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Sim,2,0,0,1,1,0,1,1,-72536,-358317,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
573904,11/01/2024,quinta-feira,30/12/1899,PB,101,85,BAYEUX,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Reta,Sim,1,0,0,0,1,0,0,1,-714538184,-3491662887,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
573944,11/01/2024,quinta-feira,30/12/1899,PB,101,75,SANTA RITA,Acumulo de água sobre o pavimento,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,2,0,0,0,2,0,0,2,-708342296,-3497202399,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
574003,11/01/2024,quinta-feira,30/12/1899,PB,101,"88,6",JOAO PESSOA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Sim,5,0,0,1,4,0,1,3,-716470016,-3489993643,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
574093,11/01/2024,quinta-feira,30/12/1899,PB,230,"37,8",SANTA RITA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta;Declive,Sim,2,0,1,0,0,1,1,2,-713601307,-3496585022,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
574246,12/01/2024,sexta-feira,30/12/1899,PB,230,23,JOAO PESSOA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Sim,2,0,1,0,1,0,1,2,-71562,-348574,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
574305,12/01/2024,sexta-feira,30/12/1899,PB,230,10,CABEDELO,Iluminação deficiente,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Dupla,Reta,Não,1,0,0,1,0,0,1,1,-70514,-348499,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
574354,13/01/2024,sábado,30/12/1899,PB,230,13,CABEDELO,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Sim,3,0,2,0,1,0,2,2,-70772,-348494,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
574418,13/01/2024,sábado,30/12/1899,PB,230,18,JOAO PESSOA,Acostamento em desnível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,-71198,-348453,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
574455,13/01/2024,sábado,30/12/1899,PB,230,16,JOAO PESSOA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Aclive,Sim,3,0,2,0,0,1,2,2,-71039,-348458,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
574470,13/01/2024,sábado,30/12/1899,PB,230,"132,9",MASSARANDUBA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Curva,Não,3,0,3,0,0,0,3,1,-7272648,-35752306,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
574490,13/01/2024,sábado,30/12/1899,PB,101,94,CONDE,Avarias e/ou desgaste excessivo no pneu,Tombamento,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Simples,Declive,Não,2,0,1,0,1,0,1,1,-721483297,-349117521,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
574494,13/01/2024,sábado,30/12/1899,PB,230,"13,8",CABEDELO,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Sem Vítimas,Plena Noite,Crescente,Nublado,Dupla,Reta,Sim,3,0,0,0,3,0,0,2,-70772,-348494,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
574535,13/01/2024,sábado,30/12/1899,PB,230,212,SOLEDADE,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Aclive;Reta,Não,1,0,1,0,0,0,1,1,-70754083,-36341725,SPRF-PB,DEL02-PB,UOP02-DEL02-PB
574593,14/01/2024,domingo,30/12/1899,PB,101,89,JOAO PESSOA,Ausência de reação do condutor,Colisão com objeto,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,1,0,0,0,0,1,0,1,-71710694,-3489765372,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
574670,14/01/2024,domingo,30/12/1899,PB,101,85,BAYEUX,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,1,0,1,2,-714538184,-3491662887,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
574676,14/01/2024,domingo,30/12/1899,PB,101,85,JOAO PESSOA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Aclive;Reta,Sim,4,0,2,0,2,0,2,2,-714538184,-3491662887,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
574753,14/01/2024,domingo,30/12/1899,PB,230,112,INGA,Objeto estático sobre o leito carroçável,Colisão com objeto,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Curva,Não,7,0,0,0,6,1,0,3,-72117,-355822,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
574754,14/01/2024,domingo,30/12/1899,PB,101,113,ALHANDRA,Velocidade Incompatível,Saída de leito carroçável,Sem Vítimas,Plena Noite,Crescente,Nublado,Dupla,Declive;Reta,Não,1,0,0,0,0,1,0,1,-737852293,-3495673822,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
574801,14/01/2024,domingo,30/12/1899,PB,230,406,POMBAL,Ingestão de álcool pelo condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,0,1,1,0,1,2,-67842,-377987,SPRF-PB,DEL03-PB,UOP02-DEL03-PB
574816,15/01/2024,segunda-feira,30/12/1899,PB,230,49,SANTA RITA,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,0,1,1,2,-71803,-350485,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
575200,16/01/2024,terça-feira,30/12/1899,PB,427,37,POMBAL,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,2,1,0,0,0,1,0,2,-676405124,-3778910384,SPRF-PB,DEL03-PB,UOP02-DEL03-PB
575312,17/01/2024,quarta-feira,30/12/1899,PB,230,"13,7",CABEDELO,Ingestão de álcool pelo condutor,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,4,0,0,0,4,0,0,3,-7088335,-34848632,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
575430,18/01/2024,quinta-feira,30/12/1899,PB,230,27,JOAO PESSOA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Viaduto,Sim,3,0,1,0,1,1,1,2,-716518642,-3489498854,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
575456,18/01/2024,quinta-feira,30/12/1899,PB,230,19,JOAO PESSOA,Condutor deixou de manter distância do veículo da frente,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Sim,2,0,1,0,1,0,1,2,-71281,-348466,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
575457,18/01/2024,quinta-feira,30/12/1899,PB,230,18,JOAO PESSOA,Velocidade Incompatível,Engavetamento,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,3,0,0,0,3,0,0,3,-71198,-348453,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
575530,18/01/2024,quinta-feira,30/12/1899,PB,230,25,JOAO PESSOA,Manobra de mudança de faixa,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Múltipla,Curva;Declive;Viaduto;Interseção de Vias,Sim,2,0,1,0,1,0,1,2,-71707,-348684,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
575562,18/01/2024,quinta-feira,30/12/1899,PB,230,"158,7",CAMPINA GRANDE,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Interseção de Vias,Sim,7,0,5,1,0,1,6,3,-72582,-359267,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
575789,19/01/2024,sexta-feira,30/12/1899,PB,230,26,JOAO PESSOA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Declive;Reta,Sim,3,0,1,1,1,0,2,2,-71693,-348782,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
575845,19/01/2024,sexta-feira,30/12/1899,PB,230,12,CABEDELO,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,2,0,0,0,2,1,-707001665,-34849931,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
575856,19/01/2024,sexta-feira,30/12/1899,PB,230,216,SOLEDADE,Conversão proibida,Colisão transversal,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,0,0,0,2,0,2,-70562,-363681,SPRF-PB,DEL02-PB,UOP02-DEL02-PB
575880,20/01/2024,sábado,30/12/1899,PB,230,"438,2",SAO DOMINGOS,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Declive;Curva,Não,2,0,1,0,1,0,1,2,-67612,-380094,SPRF-PB,DEL03-PB,UOP02-DEL03-PB
575967,20/01/2024,sábado,30/12/1899,PB,101,76,SANTA RITA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Desvio Temporário;Ponte,Não,4,0,2,0,0,2,2,3,-709085711,-3496857932,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
576000,20/01/2024,sábado,30/12/1899,PB,230,"221,9",SOLEDADE,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Anoitecer,Decrescente,Chuva,Simples,Reta,Não,1,0,1,0,0,0,1,1,-70409,-364063,SPRF-PB,DEL02-PB,UOP02-DEL02-PB
576090,21/01/2024,domingo,30/12/1899,PB,101,"9,6",MAMANGUAPE,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Não,3,0,0,2,1,0,2,2,-6578412,-3514419,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
576104,21/01/2024,domingo,30/12/1899,PB,230,"156,7",CAMPINA GRANDE,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta;Desvio Temporário,Sim,1,0,0,1,0,0,1,1,-7264,-359199,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
576107,21/01/2024,domingo,30/12/1899,PB,230,503,CAJAZEIRAS,Ingestão de álcool pelo condutor,Saída de leito carroçável,Sem Vítimas,Amanhecer,Crescente,Céu Claro,Simples,Reta,Não,1,0,0,0,1,0,0,1,-68962,-38534,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
576153,21/01/2024,domingo,30/12/1899,PB,230,112,INGA,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Não,2,0,1,1,0,0,2,1,-72117,-355822,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
576169,21/01/2024,domingo,30/12/1899,PB,230,"378,5",CONDADO,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta;Declive,Não,1,0,1,0,0,0,1,1,-69134,-376178,SPRF-PB,DEL03-PB,UOP02-DEL03-PB
576174,21/01/2024,domingo,30/12/1899,PB,230,"27,9",JOAO PESSOA,Condutor deixou de manter distância do veículo da frente,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Declive;Curva;Viaduto,Sim,7,0,0,1,4,2,1,7,-71651,-348941,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
576205,21/01/2024,domingo,30/12/1899,PB,230,360,PATOS,Manobra de mudança de faixa,Colisão frontal,Com Vítimas Fatais,Pleno dia,Decrescente,Sol,Simples,Reta;Declive,Não,6,2,3,1,0,0,4,2,-69172,-374635,SPRF-PB,DEL03-PB,UOP02-DEL03-PB
576231,21/01/2024,domingo,30/12/1899,PB,230,19,JOAO PESSOA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,2,0,1,0,2,2,-71198,-348453,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
576241,21/01/2024,domingo,30/12/1899,PB,230,"439,9",APARECIDA,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Aclive;Curva,Não,4,2,0,1,0,1,1,2,-67633,-380179,SPRF-PB,DEL03-PB,UOP02-DEL03-PB
576243,21/01/2024,domingo,30/12/1899,PB,230,"19,2",JOAO PESSOA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Declive;Retorno Regulamentado,Sim,3,0,1,0,2,0,1,2,-713715615,-3485382264,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
576257,21/01/2024,domingo,30/12/1899,PB,104,"131,3",QUEIMADAS,Ingestão de álcool pelo condutor,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,2,0,0,0,2,1,-729218931,-358906424,SPRF-PB,DEL02-PB,UOP03-DEL02-PB
576264,21/01/2024,domingo,30/12/1899,PB,230,4,CABEDELO,Ingestão de álcool pelo condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Interseção de Vias,Sim,4,0,1,0,3,0,1,2,-700584396,-3482963985,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
576265,21/01/2024,domingo,30/12/1899,PB,230,90,GURINHEM,Ausência de sinalização,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,-7173,-353934,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
576333,21/01/2024,domingo,30/12/1899,PB,104,"143,1",QUEIMADAS,Ingestão de álcool pelo condutor,Colisão com objeto,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Declive;Curva,Não,3,1,2,0,0,0,2,1,-740477903,-3589667929,SPRF-PB,DEL02-PB,UOP03-DEL02-PB
576360,22/01/2024,segunda-feira,30/12/1899,PB,361,4,PATOS,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,1,0,1,2,-703208047,-3729365088,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
576364,22/01/2024,segunda-feira,30/12/1899,PB,230,"22,6",JOAO PESSOA,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Sol,Dupla,Reta,Sim,2,0,0,0,2,0,0,2,-71495,-348517,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
576408,02/01/2024,terça-feira,30/12/1899,PB,101,26,MAMANGUAPE,Manobra de mudança de faixa,Colisão com objeto,Sem Vítimas,Pleno dia,Crescente,Sol,Dupla,Reta,Não,4,0,0,0,4,0,0,1,-671699905,-3511894863,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
576463,22/01/2024,segunda-feira,30/12/1899,PB,230,18,JOAO PESSOA,Ausência de reação do condutor,Colisão traseira,Sem Vítimas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,0,0,2,0,0,2,-71198,-348453,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
576481,22/01/2024,segunda-feira,30/12/1899,PB,230,"286,6",SANTA LUZIA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,-68978,-368794,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
576580,23/01/2024,terça-feira,30/12/1899,PB,101,108,ALHANDRA,Avarias e/ou desgaste excessivo no pneu,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,2,0,0,0,2,1,-733454898,-3494758056,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
576581,23/01/2024,terça-feira,30/12/1899,PB,101,"89,9",JOAO PESSOA,Ausência de reação do condutor,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,1,0,0,0,0,1,0,1,-71710694,-3489765372,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
576672,23/01/2024,terça-feira,30/12/1899,PB,427,32,POMBAL,Animais na Pista,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Sim,1,0,0,1,0,0,1,1,-674623178,-3774994815,SPRF-PB,DEL03-PB,UOP02-DEL03-PB
576830,24/01/2024,quarta-feira,30/12/1899,PB,230,"117,3",INGA,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Retorno Regulamentado;Reta,Não,2,0,1,0,1,0,1,2,-7241158,-35622272,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
576912,25/01/2024,quinta-feira,30/12/1899,PB,101,"48,3",RIO TINTO,Condutor Dormindo,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,1,0,1,2,-690679485,-3511705672,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
576937,25/01/2024,quinta-feira,30/12/1899,PB,230,"157,7",CAMPINA GRANDE,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Retorno Regulamentado;Reta;Interseção de Vias,Sim,3,0,2,0,1,0,2,2,-7264,-359199,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
576938,25/01/2024,quinta-feira,30/12/1899,PB,230,"187,3",POCINHOS,Manobra de mudança de faixa,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,1,0,1,1,1,2,-71463,-361293,SPRF-PB,DEL02-PB,UOP02-DEL02-PB
576974,25/01/2024,quinta-feira,30/12/1899,PB,230,"71,5",SOBRADO,Chuva,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Dupla,Reta,Não,2,1,0,0,0,1,0,2,-719065555,-3524581432,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
577092,25/01/2024,quinta-feira,30/12/1899,PB,230,"142,2",CAMPINA GRANDE,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-72573,-358131,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
577100,25/01/2024,quinta-feira,30/12/1899,PB,230,"52,4",CRUZ DO ESPIRITO SANTO,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Decrescente,Chuva,Dupla,Reta,Não,3,1,0,0,2,0,0,2,-720008644,-3507722139,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
577125,26/01/2024,sexta-feira,30/12/1899,PB,230,12,CABEDELO,Retorno proibido,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Sim,2,0,1,1,0,0,2,2,-7068,-34.85,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
577156,26/01/2024,sexta-feira,30/12/1899,PB,230,352,PATOS,Conversão proibida,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Declive,Não,2,0,0,1,1,0,1,2,-69461,-374033,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
577165,26/01/2024,sexta-feira,30/12/1899,PB,230,"132,1",MASSARANDUBA,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,4,0,1,1,2,0,2,1,-727725431,-3574561358,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
577172,26/01/2024,sexta-feira,30/12/1899,PB,230,132,MASSARANDUBA,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,3,0,1,0,2,0,1,1,-7277307,-35745328,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
577186,26/01/2024,sexta-feira,30/12/1899,PB,101,86,JOAO PESSOA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Aclive,Sim,3,0,0,1,2,0,1,2,-715118983,-3491012184,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
577199,26/01/2024,sexta-feira,30/12/1899,PB,101,97,CONDE,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Sim,2,0,0,1,1,0,1,2,-723846306,-349268519,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
577345,27/01/2024,sábado,30/12/1899,PB,361,1,PATOS,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,1,0,1,2,-702239904,-3726888498,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
577529,28/01/2024,domingo,30/12/1899,PB,361,5,PATOS,Ingestão de álcool pelo condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Simples,Reta,Sim,1,0,0,1,0,0,1,1,-70342983,-3730232718,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
